0.000000	-0.000000	0.028853	1.000000	2870770530.000000
0.000000	-0.000000	0.058687	1.000000	2870770558.000000
0.000000	-0.000000	0.108268	1.000000	2870770598.000000
0.000000	-0.000000	0.172277	1.000000	2870770638.000000
0.000000	-0.000000	0.236406	1.000000	2870770678.000000
0.000000	0.001178	0.295071	1.000000	2870770718.000000
0.001571	0.005890	0.346669	1.000000	2870770758.000000
0.007069	0.015315	0.380939	1.000000	2870770798.000000
0.019242	0.031809	0.398331	1.000000	2870770838.000000
0.041626	0.055371	0.395453	1.000000	2870770878.000000
0.074613	0.086394	0.367781	1.000000	2870770918.000000
0.117024	0.124878	0.331789	1.000000	2870770958.000000
0.165326	0.169253	0.278841	1.000000	2870770998.000000
0.215592	0.217555	0.237144	1.000000	2870771038.000000
0.266250	0.268606	0.210872	1.000000	2870771078.000000
0.317301	0.320835	0.196393	1.000000	2870771118.000000
0.369530	0.372279	0.198672	1.000000	2870771158.000000
0.421759	0.420973	0.189910	1.000000	2870771198.000000
0.470846	0.466919	0.165920	1.000000	2870771238.000000
0.514436	0.512080	0.141733	1.000000	2870771278.000000
0.553706	0.555277	0.118403	1.000000	2870771318.000000
0.591798	0.594154	0.105135	1.000000	2870771358.000000
0.629497	0.629497	0.101909	1.000000	2870771398.000000
0.665232	0.662483	0.075725	1.000000	2870771438.000000
0.695863	0.692721	0.046632	1.000000	2870771478.000000
0.721781	0.717854	0.038706	1.000000	2870771518.000000
0.741416	0.737096	0.041393	1.000000	2870771558.000000
0.754768	0.750055	0.080108	1.000000	2870771598.000000
0.761051	0.757909	0.097249	1.000000	2870771638.000000
0.761836	0.762229	0.128663	1.000000	2870771678.000000
0.760658	0.762622	0.166745	1.000000	2870771718.000000
0.758695	0.761051	0.201016	1.000000	2870771758.000000
0.756338	0.757909	0.226885	1.000000	2870771798.000000
0.753590	0.755946	0.231132	1.000000	2870771838.000000
0.751233	0.755553	0.243522	1.000000	2870771878.000000
0.750841	0.756338	0.261779	1.000000	2870771918.000000
0.752804	0.758302	0.276962	1.000000	2870771958.000000
0.757909	0.761836	0.282886	1.000000	2870771998.000000
0.763800	0.766941	0.286359	1.000000	2870772038.000000
0.769298	0.774403	0.278425	1.000000	2870772078.000000
0.776366	0.782649	0.284747	1.000000	2870772118.000000
0.785791	0.791289	0.281495	1.000000	2870772158.000000
0.796786	0.800321	0.278625	1.000000	2870772198.000000
0.807782	0.810531	0.264358	1.000000	2870772238.000000
0.817992	0.821134	0.235950	1.000000	2870772278.000000
0.827810	0.832129	0.219210	1.000000	2870772318.000000
0.838020	0.842340	0.213621	1.000000	2870772358.000000
0.848623	0.853335	0.212704	1.000000	2870772398.000000
0.860011	0.864723	0.205721	1.000000	2870772438.000000
0.872185	0.876112	0.195124	1.000000	2870772478.000000
0.884358	0.885929	0.218612	1.000000	2870772518.000000
0.894961	0.894176	0.224027	1.000000	2870772558.000000
0.902030	0.900852	0.225942	1.000000	2870772598.000000
0.905171	0.906742	0.247113	1.000000	2870772638.000000
0.907135	0.911847	0.260731	1.000000	2870772678.000000
0.909491	0.916560	0.265877	1.000000	2870772718.000000
0.914989	0.922057	0.273682	1.000000	2870772758.000000
0.923236	0.929911	0.250413	1.000000	2870772798.000000
0.933838	0.940122	0.230802	1.000000	2870772838.000000
0.946797	0.951903	0.208331	1.000000	2870772878.000000
0.960935	0.964076	0.195402	1.000000	2870772918.000000
0.974286	0.975465	0.198826	1.000000	2870772958.000000
0.985675	0.985282	0.195052	1.000000	2870772998.000000
0.993529	0.992743	0.195934	1.000000	2870773038.000000
0.997063	0.996670	0.210712	1.000000	2870773078.000000
0.997848	0.998241	0.213618	1.000000	2870773118.000000
0.996278	0.997848	0.208979	1.000000	2870773158.000000
0.993136	0.994707	0.211459	1.000000	2870773198.000000
0.988816	0.990780	0.180993	1.000000	2870773238.000000
0.984497	0.986853	0.177499	1.000000	2870773278.000000
0.980570	0.984104	0.162812	1.000000	2870773318.000000
0.977428	0.981355	0.163374	1.000000	2870773358.000000
0.975857	0.978606	0.186751	1.000000	2870773398.000000
0.974679	0.977428	0.206678	1.000000	2870773438.000000
0.974286	0.977428	0.242586	1.000000	2870773478.000000
0.974286	0.978606	0.288781	1.000000	2870773518.000000
0.976250	0.980570	0.333535	1.000000	2870773558.000000
0.979784	0.983319	0.350660	1.000000	2870773598.000000
0.983319	0.987638	0.367884	1.000000	2870773638.000000
0.988031	0.993921	0.348497	1.000000	2870773678.000000
0.994314	1.001383	0.302775	1.000000	2870773718.000000
1.003346	1.009629	0.258563	1.000000	2870773758.000000
1.014342	1.019054	0.193276	1.000000	2870773798.000000
1.026123	1.030050	0.120659	1.000000	2870773838.000000
1.037904	1.040653	0.056426	1.000000	2870773878.000000
1.048507	1.048114	0.026136	1.000000	2870773918.000000
1.055182	1.050470	0.020552	1.000000	2870773958.000000
1.055575	1.048114	0.045098	1.000000	2870773998.000000
1.046543	1.041045	0.073844	1.000000	2870774038.000000
1.030835	1.030442	0.160499	1.000000	2870774078.000000
1.013164	1.017483	0.239777	1.000000	2870774118.000000
0.997063	1.003346	0.315724	1.000000	2870774158.000000
0.984497	0.991172	0.378681	1.000000	2870774198.000000
0.976250	0.984104	0.385782	1.000000	2870774238.000000
0.973501	0.983711	0.382848	1.000000	2870774278.000000
0.977821	0.990780	0.362720	1.000000	2870774318.000000
0.991565	1.002561	0.337775	1.000000	2870774358.000000
1.011593	1.017483	0.287769	1.000000	2870774398.000000
1.033584	1.035940	0.222924	1.000000	2870774438.000000
1.054790	1.056753	0.152861	1.000000	2870774478.000000
1.074817	1.078352	0.119710	1.000000	2870774518.000000
1.094060	1.097201	0.082628	1.000000	2870774558.000000
1.112124	1.111731	0.070152	1.000000	2870774598.000000
1.126654	1.120370	0.056839	1.000000	2870774638.000000
1.132151	1.122727	0.024043	1.000000	2870774678.000000
1.127832	1.119978	0.022402	1.000000	2870774718.000000
1.114087	1.110553	0.038449	1.000000	2870774758.000000
1.095630	1.097201	0.078654	1.000000	2870774798.000000
1.076388	1.080315	0.102641	1.000000	2870774838.000000
1.058717	1.062644	0.151935	1.000000	2870774878.000000
1.043009	1.045758	0.169723	1.000000	2870774918.000000
1.028479	1.031620	0.188407	1.000000	2870774958.000000
1.015127	1.020232	0.232436	1.000000	2870774998.000000
1.004524	1.011593	0.280490	1.000000	2870775038.000000
0.998634	1.006488	0.322225	1.000000	2870775078.000000
0.997456	1.005702	0.357820	1.000000	2870775118.000000
1.001775	1.011593	0.377590	1.000000	2870775158.000000
1.012378	1.022981	0.351271	1.000000	2870775198.000000
1.029264	1.039867	0.330159	1.000000	2870775238.000000
1.052041	1.061073	0.271959	1.000000	2870775278.000000
1.079137	1.087384	0.204505	1.000000	2870775318.000000
1.110160	1.116836	0.125621	1.000000	2870775358.000000
1.142754	1.144718	0.040239	1.000000	2870775398.000000
1.173778	1.167494	-0.019286	1.000000	2870775438.000000
1.196161	1.184773	-0.087391	1.000000	2870775478.000000
1.205979	1.196161	-0.133313	1.000000	2870775518.000000
1.205193	1.199696	-0.141484	1.000000	2870775558.000000
1.196947	1.194983	-0.107803	1.000000	2870775598.000000
1.184380	1.180453	-0.061713	1.000000	2870775638.000000
1.166709	1.160426	-0.022959	1.000000	2870775678.000000
1.141969	1.138827	0.018160	1.000000	2870775718.000000
1.113302	1.116051	0.068220	1.000000	2870775758.000000
